commodity,value_bd
"Long Life Milk, In Containers Exceeding 1 Litre, Of A Fat Content, By Weight, Exceeding 10%",3367931.6380000003
"Long Life Milk,In Packing Exceeding 1 L Of Afat Content By Weight Not Exceeding 1 Percent",1778083.9440000001
Long Pile Fabrics,478.707
"Longitudinal Meters, Foldable, Etc.",19242.925
"Longitudinally Submerged Arc Welded Line Pipes, Large",1176582.971
"Longitudinally Welded Pipes Of Iron Or Steel, Large",18138.229
Longtail Tuna (Thunnus Tungle) Fresh Or Chilled,48.41
Loop Wale-Yarn,5913.826
Looped Pile Of Cotton,196.31
Looped Pile Of Man-Made Fibers,2300.716
"Loose Cover For Motor-Cars, Muchines Suifcases, Tennis Rackets,Etc",29852.57
"Lorries, Ready G.V.W. Exceeding 20 Tonnes",1371176.913
"Lorries, Ready G.V.W. Exceeding 5 Tonnes But Not Exceeding 20 Tonnes",3796168.722
"Loudspeakers, Without Their Enclosures, With A Frequency Between 300 Hz - 3,4 Khz With A Diameter Not Exceeding 50 Mm  For Commonucations Purposes",7205.531
Low Erucic Acid Rape Or Colza Oil Its Fractions H1062 Crude Oil,7333.01
Lubricating Preparations For Decreasing Friction,652683.984
Lucerne (Alfalfa) Meal And Pellets,632814.68
Lucerne (Alfalfa) Seed,69.72
Luggage Carriers Or Nets,248201.835
Lupine ( Forage ),25109.2
Lupine Seed,2885.201
Lutes,2299.92
"Lyophilisation Apparatus, Freeze Drying Units And Spray Dryers",19190.157
Lysine And Its Esters; Salts,62.67
Macadamia Nuts In Shell,24218.822
Macadamia Nuts Shelled,23757.112
"Macaroni, Noodles And The Like Such As Spaghetti And Cannelloni, In Shape Of Shells, Stars, Letters And The Like",2444417.942
"Macaroni, Vermicelli And Similar Items With Eggs",2418958.473
"Machine Parts Of Headings 8470.10, 8470.21 Or 8470.29",13138.354000000001
Machine Tools  Operated By Electro-Discharge Processes,4044.486
Machine Tools Operated By Laser,355849.346
Machine Tools Operated By Plasma Arc Processes,25798.373
Machine Tools Operated By Ultra-Sonic Processes,3682.91
"Machine-Made Carpets Of Wool, Not Pile, Made Up",29424.342999999997
"Machine-Made Carpets Of Wool, Pile, Not Made Up",167798.754
"Machine-Made Carpets, Wool, Pile, Made Up",152445.953
Machinery For Bedding Gravel Or Asphalt On Roads,297369.856
Machinery For Book-Binding,15182.682999999999
Machinery For Cleaning Or Drying Bottles And Containers,70982.29699999999
"Machinery For Confectionery, Cocoa Or Chocolate",75600.374
Machinery For Felt Or Non-Wovens; Blocks For Felt Hats,14125.684000000001
"Machinery For Filling, Closing, Etc., Containers",564998.761
Machinery For Filtering Or Purifying Beverages,2004.6970000000001
Machinery For Finishing Paper Or Paperboard,35961.599
Machinery For Liquefying Air Or Gas,3442.797
Machinery For Making Hot Drinks Or Cooking Food,2526877.249
Machinery For Making Pulp Of Fibrous Cellulose Material,21059.285
"Machinery For Making Wine, Juice And The Like",87955.98
Machinery For Molding Or Retreading Pneumatic Tires,22898.443
Machinery For Preparing Animal Feeding Stuffs,13417.789
"Machinery For Preparing Hides, Skins Or Leather",1988.991
Machinery For Preparing Tobacco,14035.64
Machinery For Sugar Manufacture,818.679
Machinery For The Manufacture Of Carbonated Beverages,12031.445
Machinery For The Preparation Of Fats And Oils,20442.095
Machinery For The Preparation Of Fruits Or Vegetables,76129.747
Machinery For The Preparation Of Meat Or Poultry,165248.415
Machinery For Treating Metal,68804.482
Machinery With A 360 Degree Revolving Superstructure,4071527.112
Machines And Equipment For Making Brushes,70139.026
Machines And Equipment For Making Soaps,6063.914
Machines Each Of A Dry Linen Capacity Exceeding 10 Kg,2699389.451
"Machines For Additive Manufacturing By Plaster, Cement, Ceramics Or Glass Deposit",4012.5
Machines For Additive Manufacturing By Plastics Or Rubber Deposit,40366.499
Machines For Balancing Mechanical Parts,99289.689
"Machines For Cleaning, Sorting Seeds Or Vegtables",22567.773
"Machines For Electric Lamps, Tubes Or Valves",10299.890000000001
Machines For Electro-Plating And Electrolysis,186881.317
"Machines For Extruding, Drawing, Etc., Man-Made Textile",3494.9620000000004
Machines For Fixing Grinding Materials On Supports,16573.349
Machines For Grinding Or Polishing Table Knives,2467.338
Machines For Hard Materials Without Tool Change,178247.47100000002
Machines For Maintaining The Pipe Lines,343584.39900000003
"Machines For Making Bags, Sacks Or Envelopes",37178.423
"Machines For Making Cartons, Boxes And The Like",137500.188
Machines For Mixing Mineral Substances,612471.343
Machines For Moulding Articles In Paper And The Like,188240.78999999998
"Machines For Reeling, Folding, Cutting Textile Fabrics",132511.915
Machines For Sawing Masses Of Single-Crystalline Semiconductors To Slices Or Wafers,211.708
Machines For Sorting Or Folding Mail,3933.972
Machines For Stuffing And Upholstering Mattresses,421.74
Machines For Testing Metals,51090.767
"Machines For Tightening Screws, Nuts, Bolts, Etc.",102365.311
Machines For Weaving Fabrics 30 Cm Or Less Wide,114.991
"Machines For Working Tube, Pipe, Hollow Section And Bar (Excluding Presses) Numerically Controlled",12693.032
Machines For Working Wire,13965.097
"Machines Which Perform Two Or More Of The Functions Of Printing, Copying Or Facsimile Transmission, Capable Of Connecting To An Automatic Data Processing Machine Or To Network",1753588.165
Machining Centers,179271.524
Machining Centres,111578.954
"Mackerel (King Fish, Soitted Soabusg Macherel), Frozen",52780.687
"Mackerel (King Fish, Soitted Soabusg Mackerel) Fresh Or Chilled",664376.192
"Mackerel, Prepared Or  Preserved Not Minced",67000.87700000001
Made Up Fishing Nets Of Manmade Textiles,56667.732
Magazines Printed At Least 4 Times A Week,16890.018
"Magazines, Other",209015.051
"Magic Eyes For Doors, Ovens And The Like",11189.828
Magnesium Powder,61.87
"Magnetic Media, Blanked, For Sound Recording And Video Apparatus",4446.118
Magnetic Resonance Imaging Apparatus,1388016.981
Magnetic Tape-Type Video Recorders,15518.773000000001
"Magnifying Lenses (Pocket, Desk, Etc.)",9544.382000000001
Maize (Corn) Flour,47574.068
Maize (Corn) Starch,286315.074
Malaria Diagnostic Test Kits,506.88
"Male Ensembles, Cotton, Not Knitted",80816.339
"Male Ensembles, Of Other Textiles, Not Knitted",75515.084
"Male Ensembles, Of Synthetic Fibers, Not Knitted",53960.322
"Male Jackets, Of Cotton, Not Knitted",266213.377
"Male Jackets, Of Other Textile Materials, Not Knitted",213552.362
"Male Jackets, Of Synthetic Fibers, Not Knitted",155367.023
"Male Jackets, Of Wool, Not Knitted",262627.043
"Male Nightwear, Cotton, Not Knitted",86077.572
"Male Nightwear, Of Man-Made Fibers, Not Knitted",9855.499
"Male Nightwear, Of Other Textile Materials, Not Knitted",28665.972999999998
Male Other Footwear Covering The Ankle,977696.884
Male Other Footwear Not Covering The Ankle,3854913.166
"Male Overcoats And The Like Of Cotton, Knitted",170209.61000000002
"Male Overcoats And The Like Of Man-Made Fibers, Knitted",376155.48
"Male Overcoats And The Like, Of Other Textiles, Knitted",114691.905
"Male Shirts, Cotton, Not Knitted",2256536.933
"Male Shirts, Of Man-Made Fibers, Not Knitted",411135.617
"Male Shirts, Of Other Textile Materials, Not Knitted",766340.714
"Male Suits, Of Other Textiles, Not Knitted",115711.228
"Male Suits, Of Synthetic Fibers, Not Knitted",1161117.042
"Male Suits, Wool, Not Knitted",348443.619
"Male Swimwear, Not Knitted",218930.469
"Male Trousers And Similar, Other Textiles, Not Knitted",1277892.902
"Male Trousers And Similar, Synthetic Fiber, Not Knitted",1215697.571
"Male Trousers And The Like, Cotton, Not Knitted",2835711.705
"Male Trousers And The Like, Wool, Not Knitted",191931.715
"Male Underwear Of Other Textiles, Not Knitted",33419.145
"Male Underwear, Cotton, Not Knitted",167203.692
"Malt, Not Roasted",1071.583
"Malt, Roasted",3747.75
Malted Milk,13064.243
"Malted Milk , Containing Sugar Or Other Sweetening Matter, For Beverages Industry.",85.46
"Malted Milk , Not Containing Sugar Or Other Sweetening Matter, For Beverages Industry.",2671.48
"Maltose, Whether Or Nor Chemically Pure",6943.482
"Man-Made Filament Yarn (Other Than Sewing Thread), Put Up For Retail Sale.",4773.85
"Mandarins (Including Tangerines And Satsumas),  Fresh Or Dried",2952226.5579999997
Manganese And Articles Thereof,1253430.872
Manganese Dioxide,3327.71
"Mango Juice, Concentrated, Containing Added Sugar Or Other Sweetening Matter.",214382.69
"Mango Juice, Concentrated, Not Containing Added Sugar Or Other Sweetening Matter.",41967.753
"Mango Juice, Not Concentrated, Containing Added Sugar Or Other Sweetening Matter.",580236.343
"Mango Juice, Not Concentrated, Not Containing Added Sugar Or Other Sweetening Matter.",34629.807
"Mangoes,  Fresh Or Dried",4087201.043
"Mangosteens,  Fresh Or Dried",70170.838
"Manholes, Sink Covers And Similar Articles Of Cast Iron",313008.558
"Manholes, Sink Covers And Similar Items, Iron Or Steel",325420.426
Manicure Or Pedicure Sets And Instruments,105466.59700000001
Manifold Business Forms And Carbon Sets,4432.183000000001
"Manioc (Cassava) Fresh, Chilled, Frozen Or Dried, Whether Or Not Sliced Or In The Form Of Pellet",87327.21
Manioc (Cassava) Starch,3372.6839999999997
Manioc Flour,617.0640000000001
Mannite,288.141
Mannitol,71.56
Manostats,137719.213
Manual Brushes Of Metal Wires,70364.984
Manual Fans,2991.9339999999997
Maple Sugar And Maple Syrup,149374.788
"Maps, In Book Form",7469.562
Marble Granules And Stones,39333.403
"Marble, Crude Or Roughly Trimmed",78124.331
"Marble, Merely Cut Into Blocks",164706.785
"Marble, Travertine And Alabaster Building Stone",2998190.426
Margarine Of Animal Origin,3594.526
Margarine Of Vegetable Origin,1293052.9679999999
"Marine Propulsion Engines, Compression-Ignition",91414.731
Marmelades,22721.091
"Marrow , Fresh Or Chilled.",635873.1170000001
Master Alloys Of Copper,1572392.044
Mastic,1185.787
Match Dipping Machines,5950.599
"Matches, Other Than Pyrotechnic Articles",24997.933999999997
Mate ( Syrup Looks Like Tea ),2410.2120000000004
"Mats, Matting And Screens Of Bamboo",19694.346
"Mats, Matting And Screens Of Rattan",4997.815
"Matsutake (Tricholoma Matsutake, Tricholoma Magnivelare, Tricholoma Anatolicum, Tricholoma Dulciolens, Tricholoma Caligatum), Fresh Or Chilled",7.51
"Mattocks, Picks, Hoes And Rakes",26379.818
Mattress Supports,268990.748
Mayonnaise,3197657.477
Meal Of Chick Peas,25915.993000000002
Meal Of Kidney Beans,1017.298
Meal Of Lentils,94.94
Meal Of Maize,42036.375
Meal Of Other Dried Legumes,1149.364
Meal Of Peas,589.851
Meal Of Potatoes,3540.6130000000003
Meal Of Sago,15826.769
Meal Of Wheat,64745.570999999996
"Measures And Scales For Capacity, Wood",790.179
"Meat And Edible Of Fowls Of The Species Gallus Domesticus Not Cut In Pieces, Fresh Or Chilled ( Whole Fresh Chickens )",12945219.737
Meat And Offal Of Camels And Other Camelids (Camelidae) Frozen,970.03
"Meat And Offal, Of Guinea Fowls ,Fresh, Chilled Or Frozen.",127.98
Meat Extracts And Meat Juices,4473.0
"Meat Of  Pigeons, Partridges, Pheasants, Quail,Woodcocks,Snipe, Sand Grouse, Ortolan And Wild Ducks, Frozen",145549.315
"Meat Of Ducks Not Cut In Pieces,Frozen",241526.372
"Meat Of Fowls Of The Species Gallus Domesticus Not Cut In Pieces,Frozen ( Whole Frozen Chickens )",22424492.859
"Meat Of Turkeys Not Cut In Pieces,Frozen",35526.879
Meats Of Salmonidae(Whether Or Not Minced)  Fresh Or Chilled,712.27
"Meats Of Tilapias (Oreochromis Spp.), Catfish (Pangasius Spp., Silurus Spp.,Clarias Spp., Ictalurus Spp.), Carp (Cyprinus Carpio, Carassius,        Ctenopharyngodon Idellus, Hypophthalmichthys Spp.,Cirrhinus Spp., Mylopharyngodon Piceus), Eels (Anguilla Spp.), Nile Perch (Lates Niloticus) And Snakeheads (Channa Spp.) (Whether Or Not Minced) 
 Frozen",11298.596
Mechanical Seals,1946953.699
"Mechanical Stokers, Mechanical Grates And The Like",3213.192
Mechanically Bonded Mats Of Glass Fibres,31775.065
Mechanically Made Lace Of Manmade Fibers,8639.835
Mechanically Made Lace Of Other Textile Materials,3648.522
"Mechano-Therapy And Massage Apparatus, Aptitude-Testing",336171.79
Medical And Surgical Furniture And Parts,544542.836
Medical Gloves Of Plastic,263011.885
Medical Solutions But Up In Measured Doses Or In Forms Packing For Retail Sale,34309823.589
"Medical, Surgical Or Laboratory Sterilizers",128692.435
Medicated Soap,35286.112
"Medicine Containing Corticosteroid Hormones, Their Derivatives Or Strctural Analogues, Retail",4427757.407
"Medicine Containing Ephedrine Or Its Salts,  Retail",999.74
"Medicine Containing Insulin, Retail",2362825.789
"Medicine Containing Other Antibiotics, Retail",5280951.997
"Medicine Containing Penicillins Or Derivatives, Retail",975173.782
"Medicine Containing Pseudoephedrine (Inn) Or Its Salts,  Retail",45363.39
"Medicines Containing Other Antibiotics, Not Retail",57158.839
"Medicines Containing Penicillins, Not Retail",53631.68
Medium Density Fibreboard (Mdf) Of A Thickness Exceeding 5 Mm But Not Exceding 9 Mm,619978.935
Medium Density Fibreboard (Mdf) Of A Thickness Exceeding 9 Mm,3112954.426
Medium Density Fibreboard (Mdf) Of A Thickness Not Exceeding 5 Mm,362737.926
"Medlar, Fresh",61878.801
Melamine Resins,20773.972
Melon (Muskmelon) Fresh,1534296.967
Melon Seeds,82489.25
Memories,97374.938
"Men'S Or Boys' Overcoats, Car-Coats, Capes, Cloaks, Anoraks (Including Ski-Jackets), Wind-Cheaters, Wind-Jackets And Similar Articles, Other Than Those Of Heading 62.03, Of Cotton.",200212.657
"Men'S Or Boys' Overcoats, Car-Coats, Capes, Cloaks, Anoraks (Including Ski-Jackets), Wind-Cheaters, Wind-Jackets And Similar Articles, Other Than Those Of Heading 62.03, Of Man-Made Fibres .",619271.818
"Men'S Or Boys' Overcoats, Car-Coats, Capes, Cloaks, Anoraks (Including Ski-Jackets), Wind-Cheaters, Wind-Jackets And Similar Articles, Other Than Those Of Heading 62.03, Of Other Textile Materials  .",206896.831
"Men'S Or Boys' Overcoats, Car-Coats, Capes, Cloaks, Anoraks (Including Ski-Jackets), Wind-Cheaters, Wind-Jackets And Similar Articles, Other Than Those Of Heading 62.03, Of Wool Or Fine Animal Hair.",163878.909
Men'S Outergarments Of Artificial Fur,116.10999999999999
Men'S Outergarments Of Furskins,14651.275
Menthol,10110.003
Meranti Wood Iroko,123282.95199999999
"Mercuric Oxide Dry Cells (Batteries) For Portable Equipment, 1.5 Volt And Over",2248.191
"Mercury Or Sodioum Vapour Lamps,Metal Halide Lamps",133870.471
Meslin,3107.838
Metal Cutting Shears And Similar Tools,126322.025
"Metal Stoppers Lined With Cork, With Toothed Edges",18991.354
Metal Working Knives And Blades,49829.882
Metallized Yarn,75060.178
Methacrylic Acid And Its Salts,179.18
"Methan, Ethane Or Propane Derivatives, Halogenated Only With Fluorine & Chlorine",206.41
Methanal (Formaldehyde),11106.642
Methanol ( Methyl Alcohol ),66384.27500000001
Methyl Bromide (Bromomethane),34185.76
"Methylamine, Di- Or Trimethylamine And Salts",393.07399999999996
Methyldiethanolamine And Ethyldiethanolamine,1149881.696
"Methylphosphonic Acid, Polyglycol Ester",2063.91
"Methylphosphonic Acid,(5-Methyl-2-Methyl--1,3,2-Dioxaphosphinan-5-Yl)Methyl, Methyl Ester",26917.803
Mica Powder,408.33
Mica Waste,4.78
Micro Electronic Collectors,65486.475999999995
Microbial Fats And Oils And Their Fractions,1140.777
"Micrometers, Callipers And Gauges",163226.707
"Microphones With A Frequency Between 300 Hz - 3,4 Khz With A Diameter Not Exceeding 10 Mm And A Height Not Exceeding 3 Mm For Commonucations Purposes",31708.96
Microscopes Fitted With Instruments Of A Kind Used Specially For Handling And Transportation Of Semiconductor Wafer And Reticles,200.842
Microscopes Other Than Optical Microscopes,99088.104
Microtomes; Parts And Accessories,1196838.584
Microwave Ovens,636658.559
Microwave Tubes (Magnetrons),7818.666
Military Caps And Berets,23596.166
Military Helmets,2875.4100000000003
"Milk   ,In Powder, Granules Or Other Solid Forms, Of A Fat Content, By Weight, Not Exceeding 1.5% For Industrial Purposes, Containing At Least 75% Milk, Containing Added Sugar Or Other Sweetening Matter, Whether Or Not Concentrated.",6036.532
"Milk ,   In Powder, Granules Or Other Solid Forms, Of A Fat Content, By Weight,  Exceeding 1.5%  , Containing  Less Than 75% Of Milk, Containing Added Sugar Or Other Sweetening Matter, Whether Or Not Concentrated.",1893.774
"Milk ,  In Powder, Granules Or Other Solid Forms, Of A Fat Content, By Weight,  Exceeding 1.5%, Containing At Least 75% Milk, Containing Added Sugar Or Other Sweetening Matter, Whether Or Not Concentrated.",53217.471
"Milk ,  In Powder, Granules Or Other Solid Forms, Of A Fat Content, By Weight, Not Exceeding 1.5% , Containing At Least 75% Milk, Containing Added Sugar Or Other Sweetening Matter, Whether Or Not Concentrated.",44617.943
"Milk ,  In Powder, Granules Or Other Solid Forms, Of A Fat Content, By Weight, Not Exceeding 1.5% For Industrial Purposes, Containing  Less Than 75% Of Milk, Containing Added Sugar Or Other Sweetening Matter, Whether Or Not Concentrated.",1704.4699999999998
"Milk , In Powder, Granules Or Other Solid Forms, Of A Fat Content, By Weight,  Exceeding 1.5% For Industrial Purposes, Containing At Least 75% Milk, Containing Added Sugar Or Other Sweetening Matter, Whether Or Not Concentrated.",5880.040999999999
